employee_scd_id,employee_id,year,status,country,department,last_promotion_date,last_training_date,absenteeism_days,annual_salary,remote_days,last_promotion_range,age_group
202300847,847,2023,Manager,Spain,Finance & Operations,2021-07-20,2022-08-10,7,62800,106,1–2 years,Under 30
202300848,848,2023,Non-manager,Sweden,Technology & IT Strategy,,2021-06-13,2,101100,128,Not available,40–49
202300849,849,2023,Manager,Spain,Technology & IT Strategy,,,5,86500,136,Not available,30–39
202300850,850,2023,Non-manager,Germany,Sales & Business Development,2020-12-06,2021-09-04,1,58200,95,3–5 years,30–39
202300851,851,2023,Manager,Denmark,Data & Analytics Consulting,2022-07-11,2023-05-25,8,86100,129,1–2 years,30–39
202300852,852,2023,Non-manager,Denmark,Customer Experience & Design,2020-12-01,2021-02-02,2,57400,109,3–5 years,30–39
202300853,853,2023,Non-manager,Sweden,Data & Analytics Consulting,,2021-10-07,4,54000,140,Not available,Under 30
202300854,854,2023,Non-manager,Sweden,Digital Strategy Consulting,,2023-01-11,2,89700,163,Not available,40–49
202300855,855,2023,Manager,Sweden,Digital Strategy Consulting,2022-04-01,2021-11-04,6,78800,89,1–2 years,30–39
202300856,856,2023,Non-manager,Spain,Transformation & Change Management,,,6,28000,120,Not available,Under 30
202300857,857,2023,Manager,Sweden,Data & Analytics Consulting,,2023-01-29,5,111300,112,Not available,40–49
202300858,858,2023,Non-manager,Sweden,Transformation & Change Management,,2022-01-04,10,70100,132,Not available,30–39
202300859,859,2023,Non-manager,Sweden,Technology & IT Strategy,,2021-10-12,3,49200,126,Not available,Under 30
202300860,860,2023,Manager,Denmark,Digital Strategy Consulting,,2023-08-23,4,80800,102,Not available,Under 30
202300861,861,2023,Manager,Sweden,Data & Analytics Consulting,2018-03-09,2022-06-13,10,148900,70,3–5 years,50–59
202300862,862,2023,Non-manager,Germany,Technology & IT Strategy,,2022-11-17,2,48400,132,Not available,Under 30
202300863,863,2023,Manager,Sweden,Customer Experience & Design,,2021-09-26,6,121500,117,Not available,30–39
202300864,864,2023,Non-manager,Germany,Customer Experience & Design,2022-12-15,2023-10-31,3,44300,103,1–2 years,30–39
202300865,865,2023,Non-manager,Sweden,Cybersecurity & Digital Risk,2023-04-02,2023-08-26,9,43600,138,Less than 1 year,30–39
202300866,866,2023,Non-manager,Denmark,Human Resources,2020-12-31,2021-02-24,9,55500,84,1–2 years,30–39
202300867,867,2023,Non-manager,Sweden,Customer Experience & Design,,2022-12-04,3,45000,104,Not available,30–39
202300868,868,2023,Non-manager,Sweden,Cybersecurity & Digital Risk,2023-03-30,2022-06-29,4,67500,119,Less than 1 year,30–39
202300869,869,2023,Non-manager,Germany,Digital Strategy Consulting,2022-11-07,,5,44100,119,1–2 years,30–39
202300870,870,2023,Manager,Spain,Human Resources,2020-01-13,2021-09-22,5,68200,110,3–5 years,30–39
202300871,871,2023,Non-manager,Denmark,Data & Analytics Consulting,2023-11-25,2021-02-02,8,69200,93,Less than 1 year,Under 30
202300872,872,2023,Manager,Denmark,Technology & IT Strategy,2023-07-22,2023-09-23,3,76600,94,Less than 1 year,30–39
202300873,873,2023,Non-manager,Denmark,Data & Analytics Consulting,2020-12-18,2023-03-11,2,56300,118,3–5 years,Under 30
202300874,874,2023,Non-manager,Sweden,Cybersecurity & Digital Risk,2023-04-26,,7,43800,109,Less than 1 year,Under 30
202300875,875,2023,Non-manager,Sweden,Technology & IT Strategy,,2022-11-24,4,50400,114,Not available,30–39
202300876,876,2023,Non-manager,Spain,Digital Strategy Consulting,2022-05-04,2021-07-08,8,46300,121,1–2 years,30–39
202300877,877,2023,Non-manager,France,Digital Strategy Consulting,2023-02-22,2023-12-07,4,32600,91,Less than 1 year,Under 30
202300878,878,2023,Non-manager,France,Data & Analytics Consulting,2023-06-26,2023-06-17,4,49500,136,Less than 1 year,Under 30
202300879,879,2023,Non-manager,Denmark,Cybersecurity & Digital Risk,,2021-06-21,5,73400,117,Not available,40–49
202300880,880,2023,Non-manager,Germany,Data & Analytics Consulting,,,7,82400,144,Not available,40–49
202300881,881,2023,Manager,Sweden,Transformation & Change Management,2023-03-18,2022-04-03,4,132900,116,Less than 1 year,50–59
202300882,882,2023,Non-manager,Sweden,Digital Marketing & Growth,2021-11-28,2023-01-09,6,62500,94,1–2 years,Under 30
202300883,883,2023,Non-manager,France,Data & Analytics Consulting,2020-12-26,2023-07-20,4,56400,83,3–5 years,30–39
202300884,884,2023,Manager,Denmark,Human Resources,2020-01-25,2021-08-06,6,150700,142,3–5 years,40–49
202300885,885,2023,Manager,Denmark,Digital Marketing & Growth,,,7,125600,121,Not available,30–39
202300886,886,2023,Manager,Sweden,Finance & Operations,,2023-06-11,5,87800,97,Not available,30–39
202300887,887,2023,Non-manager,Sweden,Finance & Operations,2020-09-19,,4,48300,116,3–5 years,30–39
202300888,888,2023,Non-manager,Sweden,Transformation & Change Management,2022-11-18,2023-12-01,8,54700,117,1–2 years,Under 30
202300889,889,2023,Manager,Denmark,Digital Strategy Consulting,,2021-11-18,3,136300,94,Not available,40–49
202300890,890,2023,Manager,Sweden,Transformation & Change Management,2023-10-18,2022-11-02,5,92400,113,Less than 1 year,30–39
202300891,891,2023,Non-manager,Sweden,Finance & Operations,2021-11-22,2023-06-05,6,60000,107,1–2 years,Under 30
202300892,892,2023,Non-manager,Denmark,Technology & IT Strategy,,2021-07-11,6,68300,94,Not available,30–39
202300893,893,2023,Non-manager,France,Technology & IT Strategy,,2023-08-26,8,41500,134,Not available,Under 30
202300894,894,2023,Non-manager,Sweden,Transformation & Change Management,2023-01-15,2021-06-25,4,45700,144,Less than 1 year,30–39
202300895,895,2023,Non-manager,Spain,Human Resources,2023-09-13,2022-03-15,2,33100,135,Less than 1 year,Under 30
202300896,896,2023,Non-manager,Sweden,Digital Marketing & Growth,2022-12-16,2023-07-20,9,33300,108,1–2 years,30–39
202300897,897,2023,Non-manager,Spain,Human Resources,2022-07-10,2021-02-18,3,32600,121,1–2 years,30–39
202300898,898,2023,Manager,Sweden,Technology & IT Strategy,,,3,110700,84,Not available,40–49
202300899,899,2023,Manager,Spain,Cybersecurity & Digital Risk,2023-09-29,,5,65400,125,Less than 1 year,30–39
202300900,900,2023,Manager,Germany,Data & Analytics Consulting,,2023-11-08,5,116600,116,Not available,40–49
202300901,901,2023,Non-manager,Sweden,Data & Analytics Consulting,2022-12-26,2022-10-05,8,55200,97,1–2 years,Under 30
202300902,902,2023,Non-manager,Sweden,Transformation & Change Management,,2023-07-03,4,48200,100,Not available,30–39
202300903,903,2023,Non-manager,Germany,Data & Analytics Consulting,,2022-11-18,8,37700,90,Not available,Under 30
202300904,904,2023,Non-manager,France,Digital Strategy Consulting,2023-07-29,,0,38600,140,Less than 1 year,Under 30
202300905,905,2023,Manager,Sweden,Digital Marketing & Growth,,2021-08-17,3,104200,128,Not available,30–39
202300906,906,2023,Non-manager,France,Cybersecurity & Digital Risk,,2023-12-18,6,36700,147,Not available,30–39
202300907,907,2023,Non-manager,Sweden,Sales & Business Development,2022-12-31,2023-04-01,10,43600,125,Less than 1 year,Under 30
202300908,908,2023,Non-manager,Sweden,Technology & IT Strategy,2021-09-02,2021-12-12,5,51700,118,1–2 years,30–39
202300909,909,2023,Manager,Denmark,Digital Strategy Consulting,,2023-08-16,4,100400,110,Not available,30–39
202300910,910,2023,Manager,Sweden,Technology & IT Strategy,,2021-03-29,2,131600,95,Not available,40–49
202300911,911,2023,Non-manager,Sweden,Human Resources,,2023-11-03,8,30000,94,Not available,Under 30
202300912,912,2023,Non-manager,Denmark,Digital Strategy Consulting,2021-04-11,,7,56200,140,1–2 years,Under 30
202300913,913,2023,Non-manager,Sweden,Cybersecurity & Digital Risk,2020-04-07,2021-10-22,2,74700,101,3–5 years,Under 30
202300914,914,2023,Non-manager,Spain,Sales & Business Development,2022-06-10,,10,42400,106,1–2 years,30–39
202300915,915,2023,Manager,Germany,Finance & Operations,,2023-11-22,7,66800,96,Not available,Under 30
202300916,916,2023,Non-manager,Denmark,Digital Strategy Consulting,2023-04-03,2023-11-09,0,67500,121,Less than 1 year,30–39
202300917,917,2023,Manager,Sweden,Technology & IT Strategy,2022-05-30,,6,128700,110,1–2 years,40–49
202300918,918,2023,Non-manager,Spain,Customer Experience & Design,2018-01-20,,2,52700,126,3–5 years,40–49
202300919,919,2023,Non-manager,France,Data & Analytics Consulting,,2023-03-05,3,68800,124,Not available,50–59
202300920,920,2023,Manager,Sweden,Digital Marketing & Growth,,,2,116300,75,Not available,40–49
202300921,921,2023,Non-manager,Spain,Sales & Business Development,2022-09-21,2022-08-23,4,35300,142,1–2 years,30–39
202300922,922,2023,Non-manager,Spain,Customer Experience & Design,,2023-10-02,4,30800,125,Not available,Under 30
202300923,923,2023,Non-manager,Germany,Technology & IT Strategy,,,3,33800,143,Not available,Under 30
202300924,924,2023,Non-manager,Denmark,Digital Strategy Consulting,2023-11-10,,10,50500,104,Less than 1 year,Under 30
202300925,925,2023,Non-manager,Denmark,Data & Analytics Consulting,2019-10-24,2023-05-06,2,70900,138,3–5 years,30–39
202300926,926,2023,Non-manager,Sweden,Digital Strategy Consulting,2023-01-20,2022-03-09,6,60100,140,Less than 1 year,Under 30
202300927,927,2023,Manager,France,Transformation & Change Management,2021-06-05,,1,79900,81,1–2 years,30–39
202300928,928,2023,Non-manager,France,Digital Marketing & Growth,,2023-07-27,4,61500,119,Not available,40–49
202300929,929,2023,Non-manager,Germany,Cybersecurity & Digital Risk,2023-10-13,2023-08-31,4,40500,104,Less than 1 year,30–39
202300930,930,2023,Manager,Spain,Digital Strategy Consulting,2022-09-11,2021-08-31,1,65800,113,1–2 years,30–39
202300931,931,2023,Manager,Spain,Data & Analytics Consulting,2021-07-21,2022-02-13,5,65400,127,1–2 years,40–49
202300932,932,2023,Non-manager,France,Digital Strategy Consulting,,2021-03-02,1,57500,133,Not available,30–39
202300933,933,2023,Manager,Sweden,Digital Strategy Consulting,2022-07-31,2023-04-27,7,70600,147,1–2 years,30–39
202300934,934,2023,Non-manager,Sweden,Digital Strategy Consulting,2023-04-24,2022-11-16,8,39700,101,Less than 1 year,30–39
202300935,935,2023,Non-manager,Germany,Digital Strategy Consulting,2020-06-24,2021-11-26,4,56400,85,3–5 years,40–49
202300936,936,2023,Non-manager,Sweden,Human Resources,,2021-04-24,6,66300,115,Not available,40–49
202300937,937,2023,Manager,France,Data & Analytics Consulting,2021-11-30,2021-08-31,3,119200,105,1–2 years,40–49
202300938,938,2023,Non-manager,Germany,Data & Analytics Consulting,,2023-12-05,1,39000,154,Not available,Under 30
202300939,939,2023,Non-manager,Spain,Technology & IT Strategy,2021-12-13,2023-05-01,3,35000,125,1–2 years,30–39
202300940,940,2023,Non-manager,Germany,Human Resources,,,7,79200,90,Not available,30–39
202300941,941,2023,Non-manager,Sweden,Digital Strategy Consulting,,2021-01-20,6,90400,81,Not available,40–49
202300942,942,2023,Non-manager,Denmark,Finance & Operations,,2021-10-21,4,88000,141,Not available,50–59
202300943,943,2023,Non-manager,Sweden,Digital Strategy Consulting,2015-04-01,2023-04-28,2,78300,102,6–10 years,40–49
202300944,944,2023,Non-manager,Denmark,Customer Experience & Design,,,5,84500,109,Not available,50–59
202300945,945,2023,Non-manager,Sweden,Customer Experience & Design,,,5,47400,126,Not available,30–39
202300946,946,2023,Non-manager,Sweden,Sales & Business Development,2017-09-30,2023-03-05,4,61200,109,6–10 years,40–49
202300947,947,2023,Non-manager,Sweden,Digital Strategy Consulting,2023-12-08,,6,46700,99,Less than 1 year,Under 30
202300948,948,2023,Non-manager,Germany,Digital Strategy Consulting,,2023-12-06,2,47900,138,Not available,Under 30
202300949,949,2023,Manager,Spain,Sales & Business Development,,2023-12-25,4,101100,141,Not available,30–39
202300950,950,2023,Non-manager,Germany,Sales & Business Development,,,5,60700,105,Not available,30–39
202300951,951,2023,Non-manager,Sweden,Human Resources,2023-01-30,2021-03-05,3,40400,101,Less than 1 year,30–39
202300952,952,2023,Non-manager,Sweden,Data & Analytics Consulting,2021-01-17,2021-12-18,5,61800,92,1–2 years,40–49
202300953,953,2023,Non-manager,Spain,Cybersecurity & Digital Risk,2023-01-31,2021-07-02,4,46900,111,Less than 1 year,40–49
202300954,954,2023,Manager,Sweden,Human Resources,2020-08-28,2021-12-05,6,90600,92,3–5 years,30–39
202300955,955,2023,Non-manager,Spain,Digital Strategy Consulting,,2023-02-19,7,62200,135,Not available,40–49
202300956,956,2023,Manager,Spain,Data & Analytics Consulting,,2022-06-05,5,75200,129,Not available,30–39
202300957,957,2023,Non-manager,Sweden,Data & Analytics Consulting,2019-07-28,2022-12-26,5,61800,95,3–5 years,30–39
202300958,958,2023,Non-manager,Denmark,Finance & Operations,2021-02-01,,12,58700,131,1–2 years,30–39
202300959,959,2023,Non-manager,Denmark,Digital Marketing & Growth,,2021-05-07,8,55400,101,Not available,Under 30
202300960,960,2023,Non-manager,Sweden,Data & Analytics Consulting,2021-12-31,2021-11-02,3,48800,128,1–2 years,Under 30
202300961,961,2023,Non-manager,Spain,Cybersecurity & Digital Risk,2023-09-10,2023-11-25,5,33200,109,Less than 1 year,30–39
202300962,962,2023,Non-manager,Germany,Transformation & Change Management,2023-11-07,,7,45800,131,Less than 1 year,30–39
202300963,963,2023,Manager,Sweden,Digital Marketing & Growth,,2023-10-28,5,63100,119,Not available,Under 30
202300964,964,2023,Manager,Germany,Digital Marketing & Growth,2023-10-30,2023-08-22,3,62100,103,Less than 1 year,30–39
202300965,965,2023,Non-manager,Sweden,Transformation & Change Management,,,8,37600,149,Not available,Under 30
202300966,966,2023,Non-manager,Sweden,Human Resources,,2022-11-27,3,82100,127,Not available,50–59
202300967,967,2023,Non-manager,Sweden,Technology & IT Strategy,,2023-05-24,6,41400,101,Not available,Under 30
202300968,968,2023,Non-manager,Germany,Transformation & Change Management,2022-06-22,2022-05-25,5,48600,114,1–2 years,40–49
202300969,969,2023,Non-manager,Sweden,Digital Marketing & Growth,2021-10-12,2022-05-13,6,51400,80,1–2 years,30–39
202300970,970,2023,Manager,Denmark,Transformation & Change Management,,,6,166200,110,Not available,40–49
202300971,971,2023,Non-manager,Germany,Data & Analytics Consulting,2022-11-10,2022-06-10,5,37900,114,1–2 years,30–39
202300972,972,2023,Manager,Sweden,Digital Strategy Consulting,,2023-05-01,3,82600,123,Not available,Under 30
202300973,973,2023,Manager,Spain,Digital Marketing & Growth,2022-03-20,2022-11-01,5,62000,108,1–2 years,30–39
202300974,974,2023,Non-manager,Sweden,Data & Analytics Consulting,,,3,38200,107,Not available,Under 30
202300975,975,2023,Non-manager,Sweden,Data & Analytics Consulting,,2022-12-13,5,40100,133,Not available,Under 30
202300976,976,2023,Manager,Sweden,Data & Analytics Consulting,,2022-10-28,2,99100,81,Not available,30–39
202300977,977,2023,Manager,Spain,Transformation & Change Management,,2022-02-15,0,107500,61,Not available,50–59
202300978,978,2023,Non-manager,Spain,Data & Analytics Consulting,2018-05-12,2023-02-07,4,73000,126,3–5 years,50–59
202300979,979,2023,Non-manager,Sweden,Human Resources,,2023-12-06,5,33100,117,Not available,Under 30
202300980,980,2023,Non-manager,Sweden,Digital Strategy Consulting,2021-10-31,2022-03-02,6,47300,100,1–2 years,30–39
202300981,981,2023,Non-manager,Denmark,Digital Strategy Consulting,,2021-04-07,2,109400,103,Not available,40–49
202300982,982,2023,Non-manager,Denmark,Digital Strategy Consulting,2019-01-13,2023-10-24,4,65200,137,3–5 years,40–49
202300983,983,2023,Non-manager,Denmark,Transformation & Change Management,2018-12-25,2022-02-18,7,86200,126,3–5 years,30–39
202300984,984,2023,Manager,Sweden,Technology & IT Strategy,,2021-09-05,8,127500,106,Not available,40–49
202300985,985,2023,Manager,Denmark,Data & Analytics Consulting,2023-11-16,,5,95800,74,Less than 1 year,30–39
202300986,986,2023,Non-manager,Sweden,Technology & IT Strategy,,2022-09-20,5,60200,119,Not available,40–49
202300987,987,2023,Non-manager,Germany,Digital Strategy Consulting,2021-12-12,2021-10-12,3,62400,106,1–2 years,30–39
202300988,988,2023,Non-manager,Spain,Digital Marketing & Growth,2021-05-31,2022-06-20,7,30600,131,1–2 years,30–39
202300989,989,2023,Non-manager,Spain,Finance & Operations,2023-05-09,,6,41200,132,Less than 1 year,30–39
202300990,990,2023,Non-manager,Denmark,Cybersecurity & Digital Risk,2022-09-30,2021-10-21,3,63000,124,1–2 years,30–39
202300991,991,2023,Manager,Sweden,Finance & Operations,2021-01-27,,4,92800,100,1–2 years,Under 30
202300992,992,2023,Non-manager,Spain,Data & Analytics Consulting,,2021-08-20,3,40100,130,Not available,40–49
202300993,993,2023,Manager,Sweden,Digital Strategy Consulting,2023-12-23,,4,65900,107,Less than 1 year,Under 30
202300994,994,2023,Manager,Spain,Transformation & Change Management,2019-05-02,2021-01-18,2,89700,116,3–5 years,30–39
